,trade_date,涨停比率,跌停比率,地天板比率,天地板比率,天地板比率剪刀差,涨跌停比率剪刀差,连板比率剪刀差,自由流通市值加权涨跌停比率剪刀差,自由流通市值加权连板比率剪刀差,自由流通市值加权地天与天地板比率剪刀差,pct_chg
264,20230830,0,0,0,0,0,0,0,0,0,0,-0.0421
265,20230831,0,0,0,0,0,0,0,0,0,0,-0.6135
266,20230901,0,0,0,0,0,0,0,0,0,0,0.6965
267,20230904,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.0012920000000000002,0,0,1.5155
268,20230905,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.0014130000000000002,0,0,-0.744
269,20230906,0,0,0,0,0,0,0,0,0,0,-0.217
270,20230907,0,0,0,0,0,0,0,0,0,0,-1.4049
271,20230908,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.000383,0,0,-0.4917
272,20230911,0,0,0,0,0,0,0,0,0,0,0.7365
273,20230912,0,0,0,0,0,0,0,0,0,0,-0.184
274,20230913,0,0,0,0,0,0,0,0,0,0,-0.637
275,20230914,0,0,0,0,0,0,0,0,0,0,-0.0841
276,20230915,0,0,0,0,0,0,0,0,0,0,-0.6624
277,20230918,0,0,0,0,0,0,0,0,0,0,0.5105
278,20230919,0,0,0,0,0,0,0,0,0,0,-0.1934
279,20230920,0,0,0,0,0,0,0,0,0,0,-0.3981
280,20230921,0,0,0,0,0,0,0,0,0,0,-0.8971
281,20230922,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.00388,0,0,1.8105
282,20230925,0,0,0,0,0,0,0,0,0,0,-0.6507
283,20230926,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.001837,0,0,-0.5845
284,20230927,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.0014130000000000002,0,0,0.2059
285,20230928,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.0013900000000000002,0,0,-0.2967
